order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,n_items,total_price,total_freight,customer_zip_code_prefix,city_norm,customer_state,geolocation_zip_code_prefix,lat,lng
e5d931ebd7214cd492fff71fb6a2aeff,f19622365d4c40c686c8ca3bec559e48,delivered,2018-05-14 17:56:57,2018-05-16 03:15:21,2018-05-16 13:25:00,2018-05-23 20:31:55,2018-06-14 00:00:00,1,189.9,32.8,21330,rio de janeiro,RJ,21330.0,-22.8828767826158,-43.36417448357049
7842147864c0425541edd55923f3c0f1,218874412ede29f4f2cf826409ad90aa,delivered,2018-01-29 13:38:02,2018-01-29 13:57:11,2018-01-30 21:18:31,2018-02-17 09:32:39,2018-02-22 00:00:00,1,79.99,14.31,20550,rio de janeiro,RJ,20550.0,-22.916792143186886,-43.2315503991291
d10090be5f75fb89b6817469f0ce1a30,321d2bc7c3bcd8475d52d2cf4a179c37,delivered,2018-04-18 13:13:47,2018-04-18 13:31:41,2018-04-19 00:51:53,2018-04-23 14:44:35,2018-06-04 00:00:00,1,16.9,15.23,26320,queimados,RJ,26320.0,-22.709506815061726,-43.580279131181264
da8be3bb62e9bf01e2e1a3bfd74ebd1a,3f083b9f62e687be8d84684c7d54c8db,delivered,2017-04-06 13:44:08,2017-04-06 13:55:17,2017-04-08 01:37:04,2017-05-08 10:52:06,2017-05-04 00:00:00,1,2690.0,61.24,24716,sao goncalo,RJ,24716.0,-22.789880594175646,-43.00428047982366
dcbd516c0f39081a5e542ef76bbc3fe4,75932cfd72b87bd6079cf17786726807,delivered,2018-08-12 12:04:03,2018-08-12 12:24:22,2018-08-14 15:54:00,2018-08-22 17:09:01,2018-08-30 00:00:00,1,49.9,41.33,21021,rio de janeiro,RJ,21021.0,-22.84207289300327,-43.265065434319375
d62387acb3914789e712406e9882e549,ad4da04c9e20699c6ad1843af39846d2,delivered,2018-05-08 19:48:01,2018-05-08 20:32:08,2018-05-10 18:29:00,2018-05-14 19:05:08,2018-06-12 00:00:00,1,99.9,0.0,20031,rio de janeiro,RJ,20031.0,-22.909572437655488,-43.177703112986904
b693d6c35867fa1937455e04f2547df2,eec909ab0da04f0d3e92f898c6994d37,delivered,2017-05-11 09:13:17,2017-05-11 09:25:21,2017-05-11 10:09:25,2017-05-16 09:42:08,2017-05-31 00:00:00,1,94.9,14.41,20540,rio de janeiro,RJ,20540.0,-22.92255591041081,-43.243901231317686
35b7d83c8629ba8d0f718d9d293cf436,61544bf6d5b15f5dcec75603b22fcda8,delivered,2018-06-23 18:07:30,2018-06-23 18:35:22,2018-06-25 11:40:00,2018-06-28 18:22:32,2018-07-25 00:00:00,1,160.0,19.22,26562,mesquita,RJ,26562.0,-22.770064916804248,-43.422339662467735
5a00ef28abf9645038a7d37c1639d2c2,60134a69479bd4d54c03fd5076bbe984,delivered,2018-06-11 13:00:02,2018-06-11 13:33:26,2018-06-15 16:40:00,2018-06-25 15:26:32,2018-07-13 00:00:00,1,180.0,20.23,28800,rio bonito,RJ,28800.0,-22.711927870432564,-42.63004113951235
664c5e57eb8479a79caeb79fc79699ca,d1460df3c5915f60fcc35d265ac392ea,delivered,2017-10-31 09:59:07,2017-10-31 10:10:24,2017-11-03 18:07:40,2017-11-13 17:38:40,2017-11-14 00:00:00,1,49.9,14.08,23047,rio de janeiro,RJ,23047.0,-22.925942886418497,-43.561357507907644
580c882a5805c78546ea65ec6d3690e4,a4f6fc82eefc6a54376eea73b27df682,delivered,2018-02-05 17:40:34,2018-02-05 17:50:41,2018-02-07 22:38:31,2018-03-06 16:59:05,2018-03-02 00:00:00,1,153.0,18.32,23058,rio de janeiro,RJ,23058.0,-22.914787266177115,-43.59078039553711
6e09e14cbfbf46215f17805edfb79aae,90d2e6f72916e728253129378a36fdcc,delivered,2017-05-21 21:10:35,2017-05-23 04:05:23,2017-05-24 14:29:37,2017-06-02 18:03:04,2017-06-14 00:00:00,1,29.99,14.1,24751,sao goncalo,RJ,24751.0,-22.867825487785606,-43.002749069555286
dcb4a1d21593a108db61f12a4b3d61db,2ed973ea37080a94b7beaef7458b2e15,delivered,2018-06-19 13:22:15,2018-06-19 13:57:28,2018-06-20 14:15:00,2018-06-25 13:11:20,2018-07-19 00:00:00,2,178.0,46.84,26580,mesquita,RJ,26580.0,-22.78727630139065,-43.42104793086865
65d7e9625cc211f641191203e231ac24,08999a20d9741d9513c368676f5531c1,delivered,2017-08-04 10:46:33,2017-08-04 11:03:38,2017-08-04 19:42:52,2017-08-15 14:43:59,2017-08-28 00:00:00,2,179.8,30.76,20261,rio de janeiro,RJ,20261.0,-22.92401542829238,-43.213547671608914
c432ba5b3bb83966c1b66696c395a2fb,973e21d9b220229aedc9ac566294568f,delivered,2017-12-02 07:55:59,2017-12-02 08:59:42,2017-12-04 22:09:21,2017-12-06 19:04:52,2017-12-27 00:00:00,1,25.0,7.94,22410,rio de janeiro,RJ,22410.0,-22.98392343049867,-43.207101465917965
b9afddbdcfadc9a87b41a83271c3e888,85c6af75161b8b2b1af98e82b5a6a5a5,delivered,2018-08-16 13:50:48,2018-08-16 14:05:13,2018-08-16 13:27:00,2018-08-24 14:58:37,2018-09-04 00:00:00,1,56.1,19.58,24070,niteroi,RJ,24070.0,-22.893486245089814,-43.11089097581806
98cc17e56c367cbbe628aca0bbf9f08e,242b387a8eebcaf8ea3c588cdc79eb5b,delivered,2018-01-06 21:37:54,2018-01-06 21:49:26,2018-01-08 23:27:21,2018-01-22 15:25:33,2018-02-07 00:00:00,1,38.99,15.1,25660,petropolis,RJ,25660.0,-22.512038240121388,-43.204725857599755
b7ed5b357d48b6c8f588c5cf0d7ddf5d,92148a85c89c0da621cdc0e1810a23f7,delivered,2018-03-10 23:24:50,2018-03-11 00:00:30,2018-03-12 17:08:26,2018-04-17 17:37:54,2018-04-02 00:00:00,1,149.9,23.63,26070,nova iguacu,RJ,26070.0,-22.712261582859313,-43.43397796646818
14676aebeb151a1fa4f20e8fc3544621,e8515276707fdd0900308f2cbde32131,delivered,2018-02-17 16:39:44,2018-02-17 16:50:36,2018-02-19 23:41:53,2018-03-10 00:12:46,2018-03-13 00:00:00,1,96.0,14.42,26255,nova iguacu,RJ,26255.0,-22.760838936119498,-43.45665101381061
376a342d70faa7a733b871acc701def8,8563b07a84656ff32968702daa37c468,delivered,2017-12-11 11:50:54,2017-12-11 11:58:24,2017-12-12 13:09:44,2018-01-20 01:36:58,2018-01-05 00:00:00,1,28.0,14.1,25271,duque de caxias,RJ,25271.0,-22.63746113941411,-43.22617580587021
4a5cc9b4e332e03d76bf553a7f2fa5d3,a4a00c41b5e3ed88bf0e0bb96576c2b2,delivered,2017-12-15 23:33:32,2017-12-18 00:33:04,2017-12-19 01:35:09,2018-01-03 23:13:15,2018-01-16 00:00:00,1,159.9,16.88,26115,belford roxo,RJ,26115.0,-22.74102601762666,-43.39058910287586
de81104d0d1d1a5d4dd09e89a7ea4cd1,b9f21de0cf737e46054822f6082eaf31,delivered,2017-02-10 16:37:55,2017-02-10 16:50:17,2017-02-14 10:21:06,2017-02-21 15:36:07,2017-03-13 00:00:00,1,119.99,16.05,24900,marica,RJ,24900.0,-22.919618105516072,-42.83978957558533
2d9ea2efa410b1efd6bbd47d126819b6,3a3fc10a053a684ea7b581c82916e794,delivered,2018-02-19 00:38:22,2018-02-19 01:47:38,2018-02-19 20:09:33,2018-02-28 23:53:38,2018-03-12 00:00:00,1,82.0,16.82,22081,rio de janeiro,RJ,22081.0,-22.984441149894824,-43.19341592390328
db6a3a98e587a2b75215bf8f467d43ec,bff45358be29fb889f469bf4c74a1825,delivered,2017-12-01 21:39:03,2017-12-01 21:55:18,2017-12-04 18:32:49,2017-12-28 21:58:42,2018-01-02 00:00:00,1,115.0,18.06,26084,nova iguacu,RJ,26084.0,-22.728830116665797,-43.516628593810466
0daf1f0e67b534ad873ba61c5d6ad7d3,1681471e9172d7e12ba08e9ac9e8628b,delivered,2017-09-05 10:54:17,2017-09-06 11:03:50,2017-09-09 13:23:11,2017-09-19 15:35:03,2017-09-25 00:00:00,1,135.0,18.2,20250,rio de janeiro,RJ,20250.0,-22.919337655136697,-43.21247470976231
4380bb6c7d8375926bbea2c8b514dc8c,11617a4c5fc72fccb4c2a53ea21c5a3c,delivered,2018-01-29 21:09:10,2018-01-29 21:32:17,2018-01-31 13:12:45,2018-02-14 21:43:34,2018-02-21 00:00:00,1,21.9,14.1,24350,niteroi,RJ,24350.0,-22.940616864219162,-43.06545401112341
e9280658289b5c5215dcc3b7183c0541,74bbe1a0e4f06bd62ede6b5f239bfb0c,delivered,2017-10-24 09:13:05,2017-10-24 09:28:10,2017-10-25 17:07:36,2017-11-03 20:23:02,2017-11-16 00:00:00,1,18.9,16.79,22050,rio de janeiro,RJ,22050.0,-22.972595655601555,-43.18771945633724
c1f0e475378c6500b5907a2134bda1da,5da0ca7784ca3dee567abe4c07800952,delivered,2017-10-18 15:53:45,2017-10-18 16:07:43,2017-10-19 19:25:50,2017-10-26 18:30:45,2017-11-10 00:00:00,1,37.99,16.11,25745,petropolis,RJ,25745.0,-22.391519377055197,-43.10829358749547
49e76d6a1b1f9ff4d04f85b2304ad378,c1055f5a8a55684492575d082da04127,delivered,2018-01-26 15:52:15,2018-01-26 16:19:16,2018-01-29 19:08:49,2018-01-31 22:57:06,2018-02-19 00:00:00,1,149.99,14.64,22050,rio de janeiro,RJ,22050.0,-22.972595655601555,-43.18771945633724
0132451f29a10b66a5cf1bacc85f9afe,1c5b37d20011c637ad1a5b6d423c7483,delivered,2017-11-08 17:08:56,2017-11-09 17:08:27,2017-11-10 18:48:59,2017-11-17 18:58:42,2017-12-07 00:00:00,2,179.8,35.76,24431,sao goncalo,RJ,24431.0,-22.828438640757533,-43.08064705902956
af500adf58ab55b8bdd27be8cf81aeba,6fafe51f43d9aff93174e020cd452f66,delivered,2018-05-21 12:21:48,2018-05-22 09:36:22,2018-05-29 07:15:00,2018-06-07 20:06:04,2018-06-28 00:00:00,1,79.9,15.44,21230,rio de janeiro,RJ,21230.0,-22.826662975624334,-43.3225314634884
965c963c874eedc47cd261cbe057121b,cf801016b25bee7696b5f84e5c944b34,delivered,2018-06-16 19:48:05,2018-06-16 20:18:50,2018-06-18 13:22:00,2018-06-27 18:28:25,2018-07-16 00:00:00,1,89.9,34.39,25275,duque de caxias,RJ,25275.0,-22.63887775891837,-43.22692540844416
df82ea7ca7f0f799161e0fd92c3ab96a,8f121fde1f03b4865ac871202143016b,delivered,2018-05-14 11:28:58,2018-05-14 11:58:12,2018-05-14 12:02:00,2018-05-19 11:18:41,2018-06-18 00:00:00,2,238.0,117.38,21911,rio de janeiro,RJ,21911.0,-22.7900819429952,-43.17257319356364
90855e99e15fa22aff68cdb4323b27c9,b8f2034a26d0832f43daa3a588a9131e,delivered,2018-07-18 21:37:46,2018-07-18 21:50:23,2018-07-24 19:00:00,2018-07-26 20:44:34,2018-08-08 00:00:00,1,99.99,15.8,26225,nova iguacu,RJ,26225.0,-22.764974904450163,-43.43867207315254
75d1b089800a77f3c4b653e297632423,5a5bee06f22d5f03e2d648c82571b4ba,delivered,2018-08-14 11:16:44,2018-08-14 11:44:06,2018-08-17 13:35:00,2018-08-21 11:48:48,2018-09-05 00:00:00,1,24.9,16.36,26285,nova iguacu,RJ,26285.0,-22.749261034645645,-43.457434797409576
1d767ef13195f2cb3337b6b077e1f752,9deaacc2a9d6b105c1e27790708843b4,delivered,2018-07-23 14:56:35,2018-07-23 16:05:15,2018-07-25 06:00:00,2018-07-30 19:44:49,2018-08-20 00:00:00,1,139.99,17.17,20540,rio de janeiro,RJ,20540.0,-22.92255591041081,-43.243901231317686
a9b151f0c0471d9b2534fa73c9c0e123,2238c417bc745d8fa7d7389d8b22154b,delivered,2017-03-09 16:18:47,2017-03-09 16:18:47,2017-03-10 10:35:25,2017-03-16 12:45:39,2017-04-06 00:00:00,1,159.9,46.61,21011,rio de janeiro,RJ,21011.0,-22.827727546600816,-43.2864223207302
9a40a61b2f04271f655c7423a3fb82a7,9a28e3a685c60162824386a74a34771f,delivered,2018-03-27 15:55:38,2018-03-29 08:27:08,2018-04-02 16:46:43,2018-04-09 19:16:42,2018-04-16 00:00:00,1,115.0,15.69,25520,sao joao de meriti,RJ,25520.0,-22.803670156230325,-43.3754619382363
00bdcdda88e6b02977fc6ce3d412c600,45ba03e2c6bbb5dc48131ba32ec3ae5e,delivered,2018-06-12 09:51:55,2018-06-12 10:21:14,2018-06-12 14:10:00,2018-06-18 18:20:48,2018-07-24 00:00:00,1,118.9,18.93,23016,rio de janeiro,RJ,23016.0,-22.912595307197087,-43.53593879115358
895e066de0072faddf0044db8e490353,82e5f3c993ab34fe01c61b83e0bd7efc,delivered,2018-04-03 15:03:21,2018-04-04 09:48:58,2018-04-04 22:42:55,2018-04-16 20:08:25,2018-04-20 00:00:00,1,359.0,17.39,25036,duque de caxias,RJ,25036.0,-22.749595823587462,-43.316204756652816
96f182413ae321e91ee91f3e422c6416,fe4a4b61b1485be6c8e635377ea8f0ec,delivered,2017-03-15 15:54:53,2017-03-15 15:54:53,2017-03-21 15:17:00,2017-03-28 13:48:15,2017-04-05 00:00:00,1,76.49,15.3,22230,rio de janeiro,RJ,22230.0,-22.937297973252818,-43.176889612976375
5f071a8534fb6805fa6ec902f04219e4,a13d2d3b615e7782205484d9c603cbe7,delivered,2018-08-20 20:28:26,2018-08-20 20:50:06,2018-08-21 12:03:00,2018-08-25 19:04:45,2018-09-17 00:00:00,1,77.0,15.64,26385,queimados,RJ,26385.0,-22.705743887793954,-43.556562123447186
f76b895a9902ad634abed7eec3211a10,7ea778a6a19290dee846148b45c64f6b,delivered,2018-05-10 11:04:45,2018-05-10 11:36:17,2018-05-11 14:03:00,2018-05-28 16:08:59,2018-06-21 00:00:00,1,649.51,56.68,22030,rio de janeiro,RJ,22030.0,-22.965586191842657,-43.18405306861811
6a4b06a2b62d1f2c69cf1f7a4eae074a,a0d430c59b700550f20303fa1d6b2ba4,delivered,2018-04-13 21:18:46,2018-04-13 21:50:57,2018-04-16 23:30:42,2018-04-19 00:34:37,2018-05-23 00:00:00,1,29.9,16.95,22710,rio de janeiro,RJ,22710.0,-22.934576022997884,-43.37578841332682
4edca0186e467f58fe99ab648f604ce8,1d06482d82c32c8752f4decbbffe7623,delivered,2018-03-14 15:55:57,2018-03-14 16:10:39,2018-03-20 00:02:52,2018-04-23 10:41:24,2018-04-16 00:00:00,1,104.0,24.86,20540,rio de janeiro,RJ,20540.0,-22.92255591041081,-43.243901231317686
d16d35b47ec2d842e3846a4c7f4586d0,7b05d440176a2b2e195cc8957cbdfc8c,delivered,2017-04-04 13:15:05,2017-04-04 13:25:20,2017-04-05 10:00:47,2017-04-10 20:48:13,2017-05-04 00:00:00,1,59.9,17.85,21321,rio de janeiro,RJ,21321.0,-22.89512617328995,-43.357502145957
9e5e54c4be8f6625005c76b7f8801ee8,6bfd1870443dc5b9f1297214b35e865b,delivered,2017-03-31 11:30:55,2017-03-31 11:42:29,2017-03-31 20:21:27,2017-04-05 12:42:54,2017-05-03 00:00:00,1,69.9,17.23,20271,rio de janeiro,RJ,20271.0,-22.915669330916135,-43.2252134823305
56472b840118d1bfb244c6cb42581ae6,98748c370ddce9072c32164a357de627,delivered,2018-04-20 12:53:58,2018-04-24 19:00:05,2018-04-26 14:48:00,2018-05-02 19:20:53,2018-05-29 00:00:00,1,299.9,19.98,22440,rio de janeiro,RJ,22440.0,-22.984439128577424,-43.22151271315892
c6174e20db037528301ee8eaf325a469,a06d5e88e559441070e2c1e9d4be49b0,delivered,2017-11-07 09:23:40,2017-11-07 09:35:32,2017-11-08 19:18:33,2017-11-16 21:31:55,2017-11-30 00:00:00,2,199.8,35.9,21321,rio de janeiro,RJ,21321.0,-22.89512617328995,-43.357502145957
