customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,city_norm
05075b9433e8f047f3ba7a5ada189809,212c759d8c4f2d4d9d6fd4c7de0afbb3,25245,duque de caxias,RJ,duque de caxias
d3ab15f0bd2c58865d566ab645572cd5,9ccfff93c79f3dd996cce15f26480c5b,21615,rio de janeiro,RJ,rio de janeiro
1681471e9172d7e12ba08e9ac9e8628b,84032c13e75382a35c99ae73156b30b9,20250,rio de janeiro,RJ,rio de janeiro
9559221419cf73261de39b024545b1b3,9aff27e32725e7f7c395e0a79a5d173d,22620,rio de janeiro,RJ,rio de janeiro
ac0e954e97b91701a093a47c675c5700,05c567475380140907b9ca53ba1dcfeb,25675,petropolis,RJ,petropolis
70ea60b3eebc4ffc330e070df05f0e00,2c77113623e849d30d75a10480b57108,24220,niteroi,RJ,niteroi
79adcf02229a33e78f0f5412a2434f53,8c8fccc50566baaed602e3775d9d5665,21515,rio de janeiro,RJ,rio de janeiro
e4f5e592e5ed9f4ee608a09ae76ea443,55d8e264560be17cdd7eb91a613d887a,26155,belford roxo,RJ,belford roxo
37b40b75293bd84e07bde8ad83066841,744fcfb3939c1c57f16cb00f263c3929,24230,niteroi,RJ,niteroi
8094bd1ea8a8453c1855f06552200117,23f014663c70f3a8cf6f1be263c89933,20735,rio de janeiro,RJ,rio de janeiro
c7e9d64ef2d3e98ad1b5068dbc859934,df3b1140ecb0bddb871f5e70af09ec27,22240,rio de janeiro,RJ,rio de janeiro
41882b0f934c20a88f3d44f382d5e376,5e21109503a635f7ad93db18a7ee4a21,25645,petropolis,RJ,petropolis
a4a00c41b5e3ed88bf0e0bb96576c2b2,94e89532396b3c02f648b2bc7f93f528,26115,belford roxo,RJ,belford roxo
2b6d4b2b966c8aa7413190f4b5dee130,2ee1f65b4197b8eb29826c06b876ba67,23820,itaguai,RJ,itaguai
c85bcc5a4c098769d6bbab6b77f61cb8,9065001c21c6240da6fa642651772e60,20240,rio de janeiro,RJ,rio de janeiro
03f7c28100418ce57927a01d62a6cdf3,ff80f08b2a6a87e84a28bda4613f99bf,21010,rio de janeiro,RJ,rio de janeiro
7e6e52c237a37ca567ec907c3dc6a93f,3b885932732cd5252c8243102ab7fc79,25545,sao joao de meriti,RJ,sao joao de meriti
77069f163bef4933c6efeea244b3f606,99e41e69b60bd63edd83935499523063,21616,rio de janeiro,RJ,rio de janeiro
1d331c1175b7c788fdf7b44b6dc26627,b134d1fbe77d00a8e0a4ce9d855ea927,20780,rio de janeiro,RJ,rio de janeiro
d6f09cc4465ad621560935110826dcaf,7e5561ad5c5a136c9768371b733462c9,22231,rio de janeiro,RJ,rio de janeiro
f9dfd7942a2d7f1588b7638a9bdc8ff1,ebf40c0db4fe06ddd15a7a44238c986e,24240,niteroi,RJ,niteroi
8cab8120c3ee21c5a4b8b2a189f98310,e8b52a437e134cf2dcb5dbb93b29d0d5,22440,rio de janeiro,RJ,rio de janeiro
8714d5f59b012655e9adc2f68b69957a,30cdd9eea2b6192b8fa65c9ff5e59acc,24722,sao goncalo,RJ,sao goncalo
3d14c748bab7ae77e8dff7a9efb1bd38,c1c7632732a487b1221e7bfb627c575f,24220,niteroi,RJ,niteroi
0b87eea12c9bc8ae36b6e4c551f4770e,945a0478f858996b861b5c9b1905e56c,22451,rio de janeiro,RJ,rio de janeiro
35b6b3b06cd4b2101cfabfb5429dc028,05105abc98016eb044d450d5e60de1b2,24060,niteroi,RJ,niteroi
4aede30e7fba0851ea1d42c960892843,0e0d3aed77ac2e3746c2ddc3101e3d43,24350,niteroi,RJ,niteroi
0b367775717574e7412c7b73c8bde1e9,759d68713a15c3b9a52b377694b94efd,24230,niteroi,RJ,niteroi
32a49c42e4bc78e6453e53c6719f6196,26c62200e28fe391637570bea7abd9c5,20550,rio de janeiro,RJ,rio de janeiro
b7e5bee0c729f6d947ea3b7c6cd7ef0b,536dfadbe03a1508f0300502ddb0545f,26185,belford roxo,RJ,belford roxo
6d699e3ab0fd90fffb3d1379d937de77,0b3dc7efaafb0cf78a4796d42fa8d74c,22410,rio de janeiro,RJ,rio de janeiro
23451e6d4d21c9cdcfa7677e95ac53d8,95b4b60a728bff942c8bd59a43effa33,22753,rio de janeiro,RJ,rio de janeiro
917cbf45438cc596762f48ca009bbcff,23d79f5efab47bee80aee4e351829b74,20540,rio de janeiro,RJ,rio de janeiro
2ad0fa5dbcc34ae3e276ceb5eeb3fd33,eb3c04f545e10b9e1c89a7db0051a334,24220,niteroi,RJ,niteroi
473e95fa97e4514de9a2fe364bf4680f,ee301c76bd2b939da9740c6f5eb280c6,24315,niteroi,RJ,niteroi
ad21255ff9650ff11d50513eff3eed15,005226be8d5b972d0f72b4e8a79f322b,22280,rio de janeiro,RJ,rio de janeiro
9607a8fb005a71d577150fdfef27ca41,1145616de76e14f4e7fd5452c2be149c,20011,rio de janeiro,RJ,rio de janeiro
a842a362a7fd195daa06e2d9ba915df8,40c4c308279011b2e5b85c75579f415d,24750,sao goncalo,RJ,sao goncalo
9edeb727de2970d9bda3186ff2300fa5,35e8b4c2a64acb75f3bf063d82a8478b,26083,nova iguacu,RJ,nova iguacu
c1a1def640f9f4a3b89c915eeeea42f7,860251114960c25499acca49949b1f12,24360,niteroi,RJ,niteroi
3810ae52bde69bed0acd162b5c18aadb,0beec065ce2d16d3a8dbb22b87cf4c43,22631,rio de janeiro,RJ,rio de janeiro
b550b22f8a92af4e89c41f27b2330b48,037a72c77c3565c6e41ac0607c797b08,22783,rio de janeiro,RJ,rio de janeiro
73b78086ff774603121ae9c25de7056c,89e3027de49c3012858cfeb7f5a34f59,24724,sao goncalo,RJ,sao goncalo
0ebcaedcc19c16f38153ce813742e545,1a39704fa1459528597c7e52f99e39d4,26265,nova iguacu,RJ,nova iguacu
53f05b7e71451b8e943a7394f5d3edb4,b99ad02f5d0dce8edaed40e36fd4d71e,22440,rio de janeiro,RJ,rio de janeiro
8dca32263f9981caeed36ea29320bbda,dbfd0ee98fac0d9b4f109a2aaed48093,20270,rio de janeiro,RJ,rio de janeiro
c64c7fed4cc7e3fa5557d8fc6f9625d9,d5b838b5c341f1957cea18610d054ac6,21810,rio de janeiro,RJ,rio de janeiro
21ff3e20f59960be865825e412190684,9e1a43ff4b344d86253ffc4afe5fb870,23059,rio de janeiro,RJ,rio de janeiro
c4357c0fbb69c53822f3690047baa057,397cc6f362ce814681a6d95e3b9cde2c,22631,rio de janeiro,RJ,rio de janeiro
f167fa9affafb87b17bfe226d61fec0d,1b18bc689cd5f83c4c9e84c5150a07fe,25650,petropolis,RJ,petropolis
54b8ae0fe680461a352482374a55671c,ed5b0d9aa093cc966424056ec8c10c4c,23076,rio de janeiro,RJ,rio de janeiro
eae3c8b4b40e257c3e135d4c85a2e8b3,f393ee789889eff3f65907da221fa79c,22755,rio de janeiro,RJ,rio de janeiro
a7a72fdf8bebfecc166fa99ad92069a7,76464fcf73d60dc8e2166448bd23a1bb,23040,rio de janeiro,RJ,rio de janeiro
8a83cd2272d6fb105959b4385ff872ec,6bb68e803ab5d836c7bdb0c3d3281953,21240,rio de janeiro,RJ,rio de janeiro
e012ec724eb09748bfe4dc58facabfff,5ade76c1b8598f4752607e46984950d5,22780,rio de janeiro,RJ,rio de janeiro
02cb3b6962a2d852ff7beaf4e303c71e,8dfbc9064378d19ac99a21ac353072d7,24240,niteroi,RJ,niteroi
b8e0b0edff2de6181d492311d927769e,af4d3cd0b29b208c971ff6ad78b41b79,22775,rio de janeiro,RJ,rio de janeiro
3d4468ce8d2cbae5ded23093c9e039e2,bdf7458b78fc3a9cc62e71cb779d0452,23090,rio de janeiro,RJ,rio de janeiro
3a32a08e045323a9e98da11f43951b90,6e74a070e214eca4da1af1d8c10e0b98,21550,rio de janeiro,RJ,rio de janeiro
5e7aa73120cbc53fa49f21b2179ac0d7,cd8738980c3332339baf3e92dd5cb071,23810,itaguai,RJ,itaguai
cafd020d75573a79a7cb037f87b31515,9f735d60e4d6d3ec348d7bbdb550eb43,26022,nova iguacu,RJ,nova iguacu
2020c90730cbf8fae6f4f0a9a9a1d924,ce590a0c44295fc160eca2f1791f37e9,24812,itaborai,RJ,itaborai
7f6447b2b23e17b3551bec3dcb4f9301,b5e5fa1268db5aa96a5062853fd1891e,20230,rio de janeiro,RJ,rio de janeiro
fb177b79812dbaf1aa53dd3e51054cfd,88e20be8c5d9b89c98ac48989949983f,26013,nova iguacu,RJ,nova iguacu
e1a9260002f958ad5765a6e85172e0ae,4965a4e8d51667a93ac39e04aefb33be,20530,rio de janeiro,RJ,rio de janeiro
c9785a6ba20cc13ed3c0ac679ced9067,726c8f1821bccdbb500536a36b6804bc,23058,rio de janeiro,RJ,rio de janeiro
38d582cf25bb1bc7d6f9f494dc2c260e,3ce128c0db0a5e430f1a998105944d59,26210,nova iguacu,RJ,nova iguacu
38522087a15a1fff7a96ad4ac2d4b719,9f169df18e7618371e862cb1c181fdc6,20561,rio de janeiro,RJ,rio de janeiro
3f1ea323922032ac23b7ef91f69a95a3,18aef158fe07c1e9ca8e1a5e3b7b723a,25585,sao joao de meriti,RJ,sao joao de meriti
79d1d82da7289f7cdd5f611d6c5df0af,a6bf63037fb9e3064d1f8fa4224df32d,20040,rio de janeiro,RJ,rio de janeiro
e6b1fd31d830155d9a333978e90dd976,61657cd378eabeaa8ec89a448432357d,20775,rio de janeiro,RJ,rio de janeiro
73a8c93b316350e98f0d0804293f2c27,5acf34561af0200eb8fe2307fdb126e6,22461,rio de janeiro,RJ,rio de janeiro
52408f5b63dfdc6b77f1c8414662e4a3,bc2c9d4cffdfa4609cb2f961250ba4d7,21660,rio de janeiro,RJ,rio de janeiro
10c23e73ba4e0d1dba0fcb959305ecf2,58c9adbd05815ccb9c1e1ddf6a8f6124,20020,rio de janeiro,RJ,rio de janeiro
97ebd831465dcafb7b8aba3bed42adaa,e15bbe8fc7504d0075b5835a1b306ada,20031,rio de janeiro,RJ,rio de janeiro
0a9ab8de2d01f20b459dbee0a345081d,f9acaaf53948041869bb52c7eb1e116c,26125,belford roxo,RJ,belford roxo
8bfde2e8ee1c470784cebf3888dc3368,827af9fc3113e6e7b0cdc85dea8fa44b,24358,niteroi,RJ,niteroi
25d0a19994db670da25c2a23de8466f0,f820eddce0a5ff03e1e40168b5ddb0ec,22460,rio de janeiro,RJ,rio de janeiro
04361b218639fa1eea85ab84aebcab7f,dadbd996f437b5230f82ad00de17a4da,20720,rio de janeiro,RJ,rio de janeiro
db413ec55ca6ad5b093d08c564cf9a9a,c38ea92aa01ad97a67b5fdc061846fc4,20780,rio de janeiro,RJ,rio de janeiro
506ad507afe195802c80197c61b37ebe,a6287dcde3fcf9870d4254398a407d27,22753,rio de janeiro,RJ,rio de janeiro
1c6168ef4f5ddbdedf48f60a4e21128e,0788a5e2db8d16e610407f3ee826b813,25025,duque de caxias,RJ,duque de caxias
5f798676abe9fe538e2242c8c07ae325,7236dee958fe8db7b71ae8858c07640e,23515,rio de janeiro,RJ,rio de janeiro
a95af80256ebdb05713863cb03060667,6832ad9ac97f82c7c5d614fb8e632e7b,21740,rio de janeiro,RJ,rio de janeiro
edf0b9f3196ff6f4702be2d540f684d4,171d92af5bf025428dfc2fd869eb8a04,21715,rio de janeiro,RJ,rio de janeiro
d02b3ea52ac795069225b421e67f8bf2,d402eb7f3e879b3e39063d9aff318d75,24240,niteroi,RJ,niteroi
07d4d7c6584be1dfbea942bd0fe5b9b9,01bfd443225216fd172d2af98ae80068,26052,nova iguacu,RJ,nova iguacu
b68c905ab520e155e3e405bbf8dc1bb0,b0454e831e63abc9d4148e48e4ebb4ae,23095,rio de janeiro,RJ,rio de janeiro
a125a54036b56ceb4c73638eda0f18aa,19067e6acbb88e562f0f58eca762ac76,26015,nova iguacu,RJ,nova iguacu
8b28d65024bde74b024ae8c9326adf50,d7dcb6a86716cae0bae52007bd8b7822,22793,rio de janeiro,RJ,rio de janeiro
b828fa53202efa901b22f532577fe859,6b0c568efa39d9923961096ab40d3ed9,23052,rio de janeiro,RJ,rio de janeiro
52aaa28398bf43dfbfc64dc09278f13d,28aea3e12549a3611bbd8d4e3310e4fa,22070,rio de janeiro,RJ,rio de janeiro
34d8e7fbd4ef064dc9fef296b5a69931,82a78b7fe9c0c1a662b2d7116c203d36,25949,guapimirim,RJ,guapimirim
78dbd9bbc19efcbc2dc802f2fcf30d9c,2161aebe2d9d920cb9d7ae3c8aa39940,24220,niteroi,RJ,niteroi
97b9cfe8bd0140421d5247237594b5d3,acd046ff2c7ad6d4b091883063c93ff6,23585,rio de janeiro,RJ,rio de janeiro
a19ca530fbc46743d5a951219cf04f2c,65571628698194dbda526c22f5ed2317,20920,rio de janeiro,RJ,rio de janeiro
50f592a0e6fd516ca735e8add58a9199,a5782905d18c0d30d5dfbf6f2a864719,20910,rio de janeiro,RJ,rio de janeiro
37c94bc93406e224d829c62d66d25398,0489eb155166019d60e13ca2b0f76895,23092,rio de janeiro,RJ,rio de janeiro
e2054b87898ae5f0c78d02286317178e,acfb17c1122b06dd09ea27d6e55cd139,20755,rio de janeiro,RJ,rio de janeiro
6a8230bceebe5870e91adfd929a31a45,ed1b6f66996abfab57c0affd00805578,25922,mage,RJ,mage
7f496439f95f7f7e21190c2a682db377,12c5d24b9c758bbf4298c59d99746513,22290,rio de janeiro,RJ,rio de janeiro
0f634b25f5a963fdf1072497e5027f91,91b06e7f118797fea3e4fdf5b9432d7d,23052,rio de janeiro,RJ,rio de janeiro
5e89bec0749c70102f5a0d04c1a371bd,d73d940f6fc13f3e9bdafaf100690c55,21660,rio de janeiro,RJ,rio de janeiro
dfac69a327ba24dac0d50fb8b12ef48f,c9c2e6e2ec65683e71205e16a5f3aa90,22753,rio de janeiro,RJ,rio de janeiro
979240bcaeb5925525728a666bbeaa33,f845965c44b627242d3fe2ff76fcb908,26383,queimados,RJ,queimados
81c1b162b444c41613ad9285e92d6beb,e65a6776046796b39fe251f71b6abd6f,22733,rio de janeiro,RJ,rio de janeiro
2f354a7f80d67c7a475622acf2692026,0567862a60d6b41efcb7f0e4d20aac8f,25670,petropolis,RJ,petropolis
8cb759609b468ec8d01195f328535068,32c050ea3af0bf160de1209adfb922eb,24230,niteroi,RJ,niteroi
970ccddc609e2c028474d8a0ac1803fe,af93c8e23e4df2d72f78fd43cb6ae215,25620,petropolis,RJ,petropolis
624e7f9e9460748b09591ebc6d0bc828,a66e716d02b556bd6a57ee40c8a610ef,22280,rio de janeiro,RJ,rio de janeiro
09c950e5e38969b67f3959df1057d6e5,825ace36a4828de05694b8047f6dd905,24210,niteroi,RJ,niteroi
7ec72d9b883d87aef5ee43beb65deb06,a4297e8887cab7669f74acae48d8fc92,22640,rio de janeiro,RJ,rio de janeiro
12fc379ba141a5881d614399dfaa214a,b41219e27b06fa15f910c4442b1457a8,21920,rio de janeiro,RJ,rio de janeiro
241efe04479ae6de04a7f69b67fa3c2b,62049cfbc68cd893920204de3b5c057d,24943,marica,RJ,marica
e5282471771ac804b0556f65efa44e74,51c498c80f4afd96c234f0b6795f2e9e,20520,rio de janeiro,RJ,rio de janeiro
d184b0e1de2da0c29cca0de3bb29781e,1be0b0b172e10ad52bef0d454965c053,21320,rio de janeiro,RJ,rio de janeiro
a7e5bb9b535b732710a58761d75bc310,ac4d728ffba33afd47b701d5f679a123,20270,rio de janeiro,RJ,rio de janeiro
5775d90cbeeb78fe39287105d3373b51,e719553726c32083e14d368222557f1b,21321,rio de janeiro,RJ,rio de janeiro
61f53bd3b55a43b690dde0258d8a87ae,d0bd25a13b24e8d59a11adda68bd3ecd,26050,nova iguacu,RJ,nova iguacu
acaa5bdb7459498e16b8f342bfd3b673,586d40194eaf4932c4c5d248926beae9,24736,sao goncalo,RJ,sao goncalo
c5a942e2ac6774f24a4bb8f1c6ded6ee,eb3704b505516a05c0fea2e8cca4de56,23071,rio de janeiro,RJ,rio de janeiro
18cb5869ae95b1e2ab7b17760b9e97d0,53d1e66c7e220018ea348c52d02bc5a6,20560,rio de janeiro,RJ,rio de janeiro
fc0570252f406543994dea3f61ffefc7,75ecead8782ef6730e1f7e51f7052f75,26087,nova iguacu,RJ,nova iguacu
19d2fe3e9e67da50d9f93720a2b768e6,3ff45f223bb4d6fc772a38ad5a7b1b33,24240,niteroi,RJ,niteroi
e5d4897bd517dce6ebd8783fb43a2f53,0a00766f8a586a704af2767dc685ecc1,22441,rio de janeiro,RJ,rio de janeiro
249865ef7c68054c2d31ded934f362d1,25f24493ded5ebebc26a69b5db344e35,22270,rio de janeiro,RJ,rio de janeiro
0353600c1d2362be0bd0aae14133bd1a,8bcf4dc0342b8295df1d7bc9fa4d250d,23012,rio de janeiro,RJ,rio de janeiro
3d34ebc358aac6406eb02d4d46aaa4ed,42f4968985f42ab8bb656fc5d9b5967a,21830,rio de janeiro,RJ,rio de janeiro
d69a4424e3d769782d9612fe8575f1ff,4c6a2d83c50b419129850e0468b2560a,21311,rio de janeiro,RJ,rio de janeiro
ca318c3489c9a3db747beb864cc90909,0f0a9438a8f4fb6f9fd50c0df502ae0c,24808,itaborai,RJ,itaborai
cd136d3ce441081cd15dff22714a5c59,6d8a1ff2b74ef9d939013151ef4d95cf,20530,rio de janeiro,RJ,rio de janeiro
fe49969f691a19b92762d85744ec8226,aec17bbaff43f7d302094a3169d8a1ce,23017,rio de janeiro,RJ,rio de janeiro
e150059980c5dec1705b169f2be39044,bcecc0dacf83b048a31ed8e3c3d928b2,24240,niteroi,RJ,niteroi
c8881515a45dd6f97054f6501441e421,6c56bc412d285dc4211c29a964a7837b,22783,rio de janeiro,RJ,rio de janeiro
cc4b3ff0e95d7cb184dda30ab5e1e255,c1986731c9187570bab707969f420963,22221,rio de janeiro,RJ,rio de janeiro
812a63ff144b41eb8a0a01ed1b654056,2b49a7b7c7f0a75aa6d8950f02cb9182,25065,duque de caxias,RJ,duque de caxias
61a2bcfdddcb8a54fcb1df4a1f2a6f5b,c7b7d8934b4a3ce51288162d4f7a1399,20260,rio de janeiro,RJ,rio de janeiro
51965bd257c834f80a6dc936635a3ca4,7371189c8632ddaeb1e55bb5ed167adb,21511,rio de janeiro,RJ,rio de janeiro
e3b69efc2115373fe6b3a9dd760fe777,2c7ad76b7694988382706caa2b5b33f9,25250,duque de caxias,RJ,duque de caxias
9f6f3da49e2d46e3a7529f5e3c25ecce,a40096fc0a3862e9e12bc55b5f8e6ab2,20561,rio de janeiro,RJ,rio de janeiro
b0d8ffc1f570fed9489662b5a0378bd9,50353cb3dff3aa5646fabd41e30572da,26165,belford roxo,RJ,belford roxo
0cbaa090831f2717efb0aea6ade6c312,eda46d6e2c60876abff5c974b0523158,20730,rio de janeiro,RJ,rio de janeiro
4bedf4bc54377a7fa710ebacf54882c2,c0fcd6e2e07097e1461b44aabb0c3306,22051,rio de janeiro,RJ,rio de janeiro
b8c0da58ebf21a0ab35a3df2033adbcf,8ac4ecbdab8d119d46ccff5adaf3db15,21931,rio de janeiro,RJ,rio de janeiro
4394a1ffa060ff84464bcc24ce52e450,03f05c2a180d57b7451f87cb4864ba53,22795,rio de janeiro,RJ,rio de janeiro
809826f29570a931ea16432d3d55b167,0821beeb20948f233864186b1d3c06b2,22290,rio de janeiro,RJ,rio de janeiro
26851e2e2407326a8ae15b13a6260e64,94e6edac4fcfaba68a45fe869e6abb8a,21060,rio de janeiro,RJ,rio de janeiro
5a1821dc355e60b9a34b60a1b4b3f3e9,9d62781deeb1060adc0f47a86d4a2ef3,20541,rio de janeiro,RJ,rio de janeiro
98a122d3f5c1149f63abe85d539ffe44,a31afd5504f618a4cd9f19a215db2705,22470,rio de janeiro,RJ,rio de janeiro
51775bbd39b922160a84caa55f2190c6,5038908495a860fe8f2dddc9ea5f7252,22071,rio de janeiro,RJ,rio de janeiro
1b0424078235e67294af80419dfab134,caf8cfa0ac3ff60facda076545837647,22231,rio de janeiro,RJ,rio de janeiro
20b482fe0f494bf34e0aeda7e9c33fce,4bb151996e2d125f227785d3e4c3ebc6,22440,rio de janeiro,RJ,rio de janeiro
74bafbdf42aa593dae40b106baaf020a,f5956e481edfe26b2a8a8035f0ccfea8,21810,rio de janeiro,RJ,rio de janeiro
671d695d18f4e956cb2cf8676da962d1,a50c1032c3f5635519c65a8cc84c6171,25036,duque de caxias,RJ,duque de caxias
4b3c1094a07e52f1eed9e326d4f28fd9,f7bdd054d707f2912240233e1d53144f,24435,sao goncalo,RJ,sao goncalo
cb428d030920c823db6ae8c08a746f02,9b0a140ff0e6dee72d4af4ec0fa5808a,23085,rio de janeiro,RJ,rio de janeiro
b776843fdda066d35efda05cc6811dc9,5f6a4f13acb9f0596ba33aca50484fd4,22031,rio de janeiro,RJ,rio de janeiro
c9cb47939ff0e1027568ba6d7130e700,2d915b9db634ef772a177e5aa1075c3f,22775,rio de janeiro,RJ,rio de janeiro
b9cc7bff1ac00970ba1247f36be4879d,62de6068da9506dca753598fcfbdcd16,20020,rio de janeiro,RJ,rio de janeiro
48131e6c0bf7bd798cc529d5cbaf3835,5a3ee05d197e24b7bafaac3e2cbc7e55,20520,rio de janeiro,RJ,rio de janeiro
2026006bf7461b9cf591e44a9bf9cd9a,cab7d960c70627143573a8d907a5e946,22793,rio de janeiro,RJ,rio de janeiro
53eab182ae5eebbbc870ac6ae17d9b92,ce5c267bd53f4e6683c66f7cb5c5c067,20090,rio de janeiro,RJ,rio de janeiro
1eff81ab2dabace9a165ce9346ba7ffc,4bbaf6f7a10a7e26a8777aa5cb6d5864,20950,rio de janeiro,RJ,rio de janeiro
82327c1ab34296fb922e0aafe52d40a6,60aee6970bd57744ad0435997b0a91ae,28800,rio bonito,RJ,rio bonito
f29bef5ba5cc67a9553a938aca4445ca,e78cf4d7adf7655dbdaad59a76c4d2bf,22011,rio de janeiro,RJ,rio de janeiro
957be0f308e6fa876ef69064f6e24426,f7c7677be77763b1b2cf982a5e67fa61,22723,rio de janeiro,RJ,rio de janeiro
cac3319aa24200c0830d634164c4a235,f644ca019b90461d729d1d07fecef6bb,22743,rio de janeiro,RJ,rio de janeiro
74298ef9b98443b73f5a902a72918bf5,4fcc54152e34b2fb77f850f57582a2f1,20541,rio de janeiro,RJ,rio de janeiro
e259b368ebf6062dc1356964312b69c4,2b29203a18529b47950630e4ffe98abf,22230,rio de janeiro,RJ,rio de janeiro
dde1f7684ab290fb436ac60f0b33a6a4,0e0f83c35771f4b6e283a6e40bf11085,26041,nova iguacu,RJ,nova iguacu
f6780a74d50eccbe545477c344e8347e,ceb8b329e744b3e8982e6f9d51269ed3,24230,niteroi,RJ,niteroi
f45b8234b31295cb26105b9a3ce3623b,7bf5c9596fc39d41078cb46a86b23831,22440,rio de janeiro,RJ,rio de janeiro
fcb4cecebc159e210cd769d5b767d113,aef59fd9f7310b6ea1600876c510024f,22230,rio de janeiro,RJ,rio de janeiro
8da78168c72d3a2c914f509a58b85c31,3104479007b9d538df0c9c2afe2caa1b,20220,rio de janeiro,RJ,rio de janeiro
440cec713dcbe10aa3d8b68336d41fd8,3fd7c033b9809fe0d4536b4ea3b1e0dd,23525,rio de janeiro,RJ,rio de janeiro
1d64e5676bf648b30a40a60e7c4f8ef8,98d073c472d6309957c0ee7999c8804f,28800,rio bonito,RJ,rio bonito
3e97e4616acb3774ea13062109392ecb,96d97637a814355ed5e0913942533b21,24230,niteroi,RJ,niteroi
62050266c1b57e15689a248e81f05ee5,128498d867a54913fd7d7fc9bcde6cee,28800,rio bonito,RJ,rio bonito
943521f571176614708a6910175178e3,d2d7bfabbd3076340239df05bed8ea5d,25901,mage,RJ,mage
f0e4a95200a47e2ae1aa8e8c1af0b24c,7c9b935f3b97a9c5ef678418932ae8e8,20080,rio de janeiro,RJ,rio de janeiro
5e78f8af6f430ad990614cd6a8c882d3,b7d7b6cdeefc2fe237759cfedd2bdb5a,23060,rio de janeiro,RJ,rio de janeiro
e3f62212035039c920a8409127b09a41,71f88676a49942af16839e9690b97f54,22060,rio de janeiro,RJ,rio de janeiro
ecb068ed465cedf47f532f93ec9687ca,1bbadaadd0914e2ef6bcb4098f56e7eb,22713,rio de janeiro,RJ,rio de janeiro
3885c59916b2b261205c303fe0a10abf,f72d1ee92d55688d07ca88506300715e,22790,rio de janeiro,RJ,rio de janeiro
c129e739a0d59a850211e19070d9419e,8a6fcdcd69b688d63ab6f124a8a94925,22775,rio de janeiro,RJ,rio de janeiro
93732ed72146ae356dec2a111f0879e1,13ec734449904d3346466df58a6db4f7,21760,rio de janeiro,RJ,rio de janeiro
760769b49fb61cc0c8c4daaef9f3e46b,7f4adf7903f4d02c527585c4d0f65c2e,22451,rio de janeiro,RJ,rio de janeiro
8f5669832169fa27323c99f919d7f4a2,7188cc3b360062622e43e67f4baf8132,23520,rio de janeiro,RJ,rio de janeiro
13f489935396f6b5311f29f6f5556d6e,6e046f72846b475feea9265ae8447835,25660,petropolis,RJ,petropolis
f056130aa873ce5f257683772009913f,4c43b3b1f461cbefeda06a61e97a65a0,23059,rio de janeiro,RJ,rio de janeiro
cdeaec3f8528e3be6e375bc600645c72,f8309b834186f428f9b4072036885959,26040,nova iguacu,RJ,nova iguacu
8c9648b0693e8e5dd9dc3acca916d709,1a2c61fcce8ae0801da7992694d54c69,23575,rio de janeiro,RJ,rio de janeiro
7793ba04890e84aee53d94009056bfff,a409f20404ecee9e1103673eb9a6cc3f,21931,rio de janeiro,RJ,rio de janeiro
facf77adcdd7eee70041e0e6dfe726b6,3c666a108c01654a85fdcf2a20e12ed0,20211,rio de janeiro,RJ,rio de janeiro
1e14254fb83d77252da5bc018f3bb076,5296d052ff0aa31545320d8662555f6f,21650,rio de janeiro,RJ,rio de janeiro
